ticker,fiscalPeriod,estimateType,estimateDate,relativeFiscalPeriod,estimates,upRevisions,downRevisions,mean,high,low,price
AAPL,2024Q4,E,2024-02-06T00:00:00,3,31,12,10,1.5426,1.68,1.38,189.3
AAPL,2024Q4,E,2024-02-08T00:00:00,3,32,12,10,1.5432,1.68,1.38,188.32
AAPL,2024Q4,E,2024-02-11T00:00:00,3,31,12,10,1.5455,1.68,1.38,188.85
AAPL,2024Q4,E,2024-02-15T00:00:00,3,31,12,10,1.5456,1.68,1.38,183.86
AAPL,2024Q4,E,2024-03-08T00:00:00,3,31,12,10,1.5455,1.68,1.38,170.73
AAPL,2024Q4,E,2024-03-17T00:00:00,3,31,11,10,1.5455,1.68,1.38,172.62
AAPL,2024Q4,E,2024-03-21T00:00:00,3,31,11,10,1.5455,1.68,1.38,171.37
AAPL,2024Q4,E,2024-03-22T00:00:00,3,31,11,10,1.5455,1.68,1.38,172.28
AAPL,2024Q4,E,2024-03-23T00:00:00,3,31,11,9,1.5455,1.68,1.38,172.28
AAPL,2024Q4,E,2024-03-27T00:00:00,3,32,11,9,1.545,1.68,1.38,173.31
AAPL,2024Q4,E,2024-03-28T00:00:00,3,32,12,8,1.5456,1.68,1.38,171.48
AAPL,2024Q4,E,2024-04-02T00:00:00,3,32,11,8,1.5456,1.68,1.38,168.84
AAPL,2024Q4,E,2024-04-05T00:00:00,3,32,11,9,1.5406,1.68,1.38,169.58
AAPL,2024Q4,E,2024-04-10T00:00:00,3,32,11,9,1.5403,1.68,1.38,167.78
AAPL,2024Q4,E,2024-04-11T00:00:00,3,32,10,10,1.5397,1.68,1.38,175.04
AAPL,2024Q4,E,2024-04-12T00:00:00,3,33,11,10,1.5391,1.68,1.38,176.55
AAPL,2024Q4,E,2024-04-15T00:00:00,3,33,11,10,1.5387,1.68,1.38,172.69
AAPL,2024Q4,E,2024-04-16T00:00:00,3,34,11,10,1.5397,1.68,1.38,169.38
AAPL,2024Q4,E,2024-04-17T00:00:00,3,34,2,2,1.5397,1.68,1.38,168.0
AAPL,2024Q4,E,2024-04-19T00:00:00,3,34,2,2,1.5395,1.68,1.38,165.0
AAPL,2024Q4,E,2024-04-21T00:00:00,3,32,2,2,1.5426,1.68,1.42,165.0
AAPL,2024Q4,E,2024-04-22T00:00:00,3,32,2,3,1.5414,1.68,1.42,165.84
AAPL,2024Q4,E,2024-04-24T00:00:00,3,32,2,3,1.5415,1.68,1.42,169.02
AAPL,2024Q4,E,2024-04-26T00:00:00,3,33,3,4,1.5368,1.68,1.42,169.3
AAPL,2024Q4,E,2024-04-29T00:00:00,3,33,3,6,1.5317,1.68,1.42,173.5
AAPL,2024Q4,E,2024-05-03T00:00:00,2,33,15,12,1.5358,1.67,1.4395,183.38
AAPL,2024Q4,E,2024-05-06T00:00:00,2,34,16,11,1.5371,1.67,1.4395,181.71
